id,image path,caption,page number,chapter number,chapter name,book name,Author
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_176pg(1).png,Siedlung dessau-törten turmdrehkran beim versetzen von je 5-6 rapiddeckenbalken,176,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_177pg(1).png,Siedlung dessau-törten turmdrehkran beim versetzen eines armierten betonentlastungsbalkens,177,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_178pg(1).png,Siedlung dessau-törten turmdrehkran beim der balkenlagen über dem erdgeschoß 1928,178,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_179pg(1).png,Siedlung dessau-törten bausystem des typs 1927,179,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_180pg(1).png,Siedlung dessau-törten bausystem des typs 1927,180,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_181pg(1).png,Siedlung dessau-törten bausystem des typs 1927,181,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_182pg(1).png,Siedlung dessau-törten vor dem putzen werden die gestampften terrazzo-fensterbänke versetzt baujahr 1928,182,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_183pg(1).png,Siedlung dessau-törten einhängen der stahlfenster und stahltürrahmen vor ausmauerung der füllwände,183,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_184pg(1).png,Siedlung dessau-törten balkone und gärten an der rückseite der reihen. 1927,184,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_185pg(1).png,Siedlung dessau-törten balkon und arbeitplatz an der rückseite der hausreihen. 1926,185,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_186pg(1).png,Siedlung dessau-törten wohnzimmer. Preiswerte serienmöbek 1926,186,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_187pg(1).png,Siedlung dessau-törten hauseingang haustür in stahlrahmen,187,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_188pg(1).png,"Siedlung dessau-törten küche mit einrichtung, 1926",188,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_189pg(1).png,Siedlung dessau-törten spülküche mit einrichtung. 1926,189,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_190pg(1).png,Siedlung dessau-törten häuser des typs 1927,190,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_190pg(2).png,Siedlung dessau-törten häuser des typs 1927,190,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_192pg(1).png,Siedlung dessau-törten häuser des verbesserten typs 1927,192,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_193pg(1).png,Siedlung dessau-törten häuser des typs 1927,193,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_194pg(1).png,Siedlung dessau-törten häuser des typs 1927,194,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_195pg(1).png,Siedlung dessau-törten häuser des typs 1928,195,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_196pg(1).png,Siedlung dessau-törten häuser des typs 1928,196,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_197pg(1).png,"Siedlung dessau-törten häuser des typs 1928, eingangsseite",197,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_198pg(1).png,Siedlung dessau-törten grundrisse des erdgeschosses und der obergeschosse für den bau des konsumvereins für dessau und umgegend,198,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_198pg(2).png,Siedlung dessau-törten grundrisse des erdgeschosses und der obergeschosse für den bau des konsumvereins für dessau und umgegend,198,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_199pg(1).png,Siedlung dessau-törten südansicht des baus für den konsumverein für dessau und umgegend,199,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_200pg(1).png,Siedlung dessau-törten nordostansicht des baus für den konsumverein für dessau und umgegend,200,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_201pg(1).png,Siedlung dessau-törten zentrum der siedlung mit ostansicht des baus für den konsumverein dessau und umgegend,201,,siedlung dessau-törten und gebäude des konsumvereins dessau,Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_205pg(1).png,arbeitsamt dessau nordwestansicht mit den an der periferie liegenden eingängen für die verschiedenen berufsgruppen,205,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_206pg(1).png,arbeitsamt dessau erdgeschoßgrundriß,206,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_207pg(1).png,arbeitsamt dessau lageplan,207,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_208pg(1).png,arbeitsamt dessau ostansicht,208,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_208pg(2).png,arbeitsamt dessau nordansicht,208,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_209pg(1).png,arbeitsamt dessau südansicht,209,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_209pg(2).png,arbeitsamt dessau westansicht,209,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_209pg(3).png,arbeitsamt dessau ost-west-schnitt durch den shedbau,209,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_210pg(1).png,arbeitsamt dessau eisengerüst des halbkreisförmigen shedbau,210,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_211pg(1).png,arbeitsamt dessau eisengerüst des halbkreisförmigen shedbau,211,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_212pg(1).png,arbeitsamt dessau kasse im zentrum shedbau,212,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_213pg(1).png,"arbeitsamt dessau mittelstütze im kern des shedbaus, rechts zahltisch der kasse",213,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_214pg(1).png,arbeitsamt dessau innerer umgang im shedbau wände,214,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_215pg(1).png,arbeitsamt dessau mittelstütze im kern des shedbaus,215,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_216pg(1).png,arbeitsamt dessau südwestansicht des verwaltungsgebäudes.,216,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_217pg(1).png,arbeitsamt dessau südansicht des verwaltungsgebäudes und treppenhaus rechts davon ausgang für die weiblichen stellungsuchenden,217,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/12_Bauhausbauten Dessau/12_Bauhausbauten Dessau_218pg(1).png,arbeitsamt dessau nordansicht des shedbaus mit den an der peripherie liegenden eingängen für die verschiedenen berufsgruppen,218,,"areitsamt, dessau",Gropius Bauhausbauten Dessau,"Walter Gropius, Moholy-Nagy"
