id,image path,caption,page number,chapter number,chapter name,book name,Author
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_38pg(4).png,"1936, Book jacket",38,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_39pg(1).png,"1936, Special effects for the motion picture ""Things to come""",39,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_39pg(2).png,"1920, Glass architecture",39,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_39pg(3).png,"1921, Transparency",39,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_39pg(4).png,no discription,39,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_39pg(5).png,"1925, Photomontage",39,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_40pg(1).png,"1940, Plexiglas sculpture mounted on chrimium plate",40,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_41pg(1).png,"1941, Chicago Space 7,",41,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_41pg(2).png,"1922, Enamel",41,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_42pg(1).png,"1922-30, Light-prop",42,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_42pg(2).png,"1942, Apparel Shop,",42,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_43pg(1).png,"1944, Exhibition stand",43,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_43pg(2).png,"1925m Aluminum, sprayed",43,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_43pg(3).png,"1935, Cork",43,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_43pg(4).png,"1935, zellon",43,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_43pg(5).png,"1938, Rhodoid",43,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_44pg(1).png,"1938, Rhodoid",44,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_44pg(2).png,"1941, Plexiglas with flow",44,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_44pg(3).png,no discription,44,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_44pg(4).png,1937 Plainting with spiral binding,44,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_44pg(5).png,"1946, Leuk, canvas",44,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_44pg(6).png,"1946 Dual form, plexiglas and chromium sculture",44,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_45pg(1).png,All the shpares which I used in the last twenty-five years surprised me one day as being variations of a ribbon,45,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_45pg(2).png,"1943, Hand-shaped plexiglass.",45,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_45pg(3).png,"1940, Transparency plus!",45,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
,/Users/ohyoungmo/Bauhausorbits/14_The_New_Vision_and_Abstract_of_an_Artist_text/14_The_New_Vision_and_Abstract_of_an_Artist_text_45pg(4).png,"1946, Wire sculpture",45,-,-,The New Vision and Abstract of an Artist,Laszlo Mohly-Nagy
